,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude,Unnamed: 28
165,PM3499931,0081_0096,State Plaza Hotel,2017,In Compliance,2117 E ST NW,SHERRY TOWERS APARTMENT HOTEL LP,2,WASHINGTON,DC,20037,1955,Hotel,Hotel,94139,291819.0,91,56.6,59.3,99.1,100.9,1197.2,4.1,11660.2,1622823.4,109748.3208,38.89638955,-77.04750319,
231,PM4548157,1192_0818,Georgetown Suites Harbour,2017,In Compliance,1000 29TH ST NW,29TH & K ASSOCIATES LP,2,WASHINGTON,DC,20007,1987,Hotel,Hotel,66678,62777.0,63,48.1,48.7,110.9,112.9,265.3,4.2,1284.0,532301.6,12015.02207,38.90292974,-77.05835994,
271,PM3762115,0484_0836,132-Hampton Inn - Washington DC,2017,In Compliance,0599 MASSACHUSETTS AV,HHLP DC CONVENTION CENTER ASSOCIATES LLC,6,WASHINGTON,DC,20001,2005,Hotel,Hotel,161193,172236.0,88,46.0,46.3,117.7,118.1,751.6,4.4,5281.0,1677462.7,21971.999780000002,38.90178752,-77.01965223,
305,PM5774418,0094_0031,Embassy Row Hotel,2017,In Compliance,2015 MASSACHUSETTS AVE NW,LEI AG -EMBASSY ROW LLC,2,WASHINGTON,DC,20036,1970,Hotel,Hotel,283088,280883.0,80,45.2,45.2,122.3,122.3,1255.8,4.5,6643.0,2946617.9,26455.09172,38.91073229,-77.04569239,
346,PM3524414,0211_0055,Mason & Rook Hotel,2017,In Compliance,1430  RHODE ISLAND AVE NW,LHO WASHINGTON HOTEL FOUR LLC,2,WASHINGTON,DC,20005,1965,Hotel,Hotel,125764,136576.0,88,62.1,62.7,127.3,125.9,685.3,5.0,5300.2,1188581.1,44318.178719999996,38.90808829,-77.03300732,
347,PM4021278,0072_0006,Best Western Georgetown Hotel and Suites,2017,In Compliance,1121 NEW HAMPSHIRE AVE NW,GEORGETOWN SUITES LLC,2,WASHINGTON,DC,20037,1989,Hotel,Hotel,55161,55161.0,57,51.1,51.6,127.3,127.7,262.0,4.8,19545.8,569211.8,8773.34046,38.90431077,-77.04795405,
367,PM5932679,0701_0171,Hampton Inn DC Navy Yard,2017,In Compliance,1263-1265  1ST ST SE,CAPITAL RIVERFRONT HOTEL LLC,6,WASHINGTON,DC,20003,2014,Hotel,Hotel,118944,118944.0,85,54.2,54.2,131.9,131.9,589.2,5.0,3065.4,1249440.7,21889.93405,38.87499467,-77.00619075,
397,PM4361120,4102_0248,Quality Inn and Suites,2017,In Compliance,1600 NEW YORK AV NE,"""44 WASHINGTON ASSOCIATES",5,WASHINGTON,DC,20002,1966,Hotel,Hotel,99217,99217.0,36,58.6,60.6,137.3,140.7,516.6,5.2,5882.4,1054344.1,22127.45452,38.91743261,-76.97997383,
408,PM5930328,0008_2881,The Watergate Hotel,2017,In Compliance,2650 VIRGINIA AVE NW,THE WATERGATE HOTEL CONDO,2,WASHINGTON,DC,20037,2009,Hotel,Hotel,163681,227000.0,99,58.0,58.0,138.3,138.3,1183.2,5.2,7794.8,2946148.5,31025.96977,38.89934259,-77.05582163,
429,PM4357717,0140_0086,Hotel RL Washington DC,2017,Data Under Review by DOEE,1823 L ST NW,L STREET HOTEL LLC,2,WASHINGTON,DC,20036,1965,Hotel,Hotel,84839,78744.0,35,66.0,64.9,141.1,137.5,478.4,6.1,5701.5,804596.0,3844.2095090000003,38.90398508,-77.04270844,
442,PM4855963,0629_0041,Hyatt Regency Washington on Capitol Hill,2017,In Compliance,400 NEW JERSEY AVE NW,NSHE TEMPLE LLC,6,WASHINGTON,DC,20001,1975,Hotel,Hotel,605014,712053.0,94,67.1,68.6,143.2,143.5,3970.9,5.6,21363.5,7270586.0,229510.1044,38.89537545,-77.01170563,
527,PM3524415,0195_0846,Hotel Rouge,2017,In Compliance,1315 16TH ST NW,LHO WASHINGTON HOTEL THREE L L C,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,161042,114073.0,72,86.7,91.3,155.7,159.3,729.2,6.4,4563.3,1034875.5,63535.49105,38.90827384,-77.03613249,
532,PM3991631,1971_0836,Days Inn,2017,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,WASHINGTON,DC,20008,1948,Hotel,Hotel,76016,76016.0,78,49.9,51.5,156.8,161.7,421.1,5.5,6821.8,1112534.1,,38.94695704,-77.06560886,
562,PM4556802,0030_0018,Washington DC RI,2017,In Compliance,801 NEW HAMPSHIRE AVE NW,CHATHAM WASHINGTON DC LLC,2,WASHINGTON,DC,20037,1973,Hotel,Hotel,98042,98042.0,19,73.5,75.7,161.3,162.9,611.0,6.2,3887.6,1156191.8,32637.488589999997,38.899855200000005,-77.05224877,
568,PM4226789,0629_0041,D.C. Hyatt Regency,2017,In Compliance,400 NEW JERSEY AVE NW,NSHE TEMPLE LLC,6,WASHINGTON,DC,20001,1975,Hotel,Hotel,605014,602025.0,80,72.0,74.1,161.9,162.5,3738.9,6.2,20992.0,7284174.1,184853.0024,38.89537545,-77.01170563,
570,PM5927475,0486_0832,Fairfield Inn & Suites DC Downtown,2017,In Compliance,0500 H ST NW,RLJ III F WASHINGTON DC LLC,2,WASHINGTON,DC,20001,1986,Hotel,Hotel,111056,111056.0,77,63.7,65.0,162.4,165.4,669.3,6.0,6791.3,1487407.5,20014.30354,38.89966387,-77.01925301,
581,PM3351514,0319_0863,33721-Washington Metro Center,2017,In Compliance,0775 12TH ST NW,HMC RETIREMENT PROPERTIES LTD PARTNERSHIP,2,WASHINGTON,DC,20005,1989,Hotel,Hotel,392603,450000.0,80,66.2,67.3,164.1,165.2,2759.3,6.1,22278.0,5965523.3,94389.006,38.8993683,-77.02778798,
591,PM5494242,0027_0823,Melrose Hotel - WML,2017,In Compliance,2430 PENNSYLVANIA AV NW,HH MELROSE HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20037,1950,Hotel,Hotel,164017,190400.0,70,88.7,90.2,165.5,165.1,1278.2,6.7,11362.2,1933418.2,102865.8171,38.90301973,-77.05268029999999,
592,PM6272923,4393_0016,Suton Two LLC,2017,In Compliance,2305 NEW YORK AVE NE,SUTON TWO LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,84180,72004.0,42,71.5,71.7,165.6,166.2,453.8,6.3,5242.2,914174.9,20294.59999,38.91684189,-76.97149093,
619,PM4479914,0154_0829,The Carlyle - Dupont Circle,2017,In Compliance,1731 NEW HAMPSHIRE AV NW,CS BOND ST C PROPERTIES LLC,2,WASHINGTON,DC,20009,1940,Hotel,Hotel,102498,102498.0,72,84.8,87.4,169.1,169.7,688.5,6.7,4571.6,1150920.9,47607.46745,38.91334743,-77.03947333,
623,PM3351507,0403_0836,9671p-Washington DC Renaissance,2017,In Compliance,0999 9TH ST NW,SUNTONE K9 LLC,2,WASHINGTON,DC,20001,1990,Senior Care Community,Hotel,342778,715000.0,66,67.0,67.6,170.0,170.7,4514.5,6.3,29186.0,9991331.2,137964.00400000002,38.90183551,-77.02369056,
649,PM3351543,0215_0012,57151-Wash DC Thomas CIR,2017,In Compliance,1121 VERMONT AV NW,RIDC LLC,2,WASHINGTON,DC,20005,1967,Hotel,Hotel,255003,160614.0,65,64.1,65.5,174.3,177.4,1022.0,6.4,6850.0,2409903.6,20681.99835,38.90461453,-77.03222475,
680,PM3351518,0254_0838,33769-JW on Pennsylvania Avenue,2017,In Compliance,1331 PENNSYLVANIA AVE NW,JWDC LP,2,WASHINGTON,DC,20004,1984,Hotel,Hotel,602234,695364.0,54,72.5,73.4,178.9,179.8,4653.7,6.7,30765.0,10018906.0,162211.9966,38.89653246,-77.03137409,
700,PM3685596,0537_0809,Residence Inn Capitol,2017,In Compliance,333 E ST SW,SOUTHWEST CAPITOL ASSOCIATES LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,235962,190000.0,50,77.0,82.3,183.0,186.4,1313.8,6.9,9790.2,2720888.0,53466.4074,38.88362145,-77.01593266,
702,PM3499934,0245_0844,Washington Plaza Hotel,2017,In Compliance,10 THOMAS CIR NW,WASHINGTON PLAZA HOTEL LLC,2,WASHINGTON,DC,20005,1961,Hotel,Hotel,300357,300357.0,42,86.1,89.1,183.4,185.4,2146.0,7.1,16998.5,3916072.9,124962.9992,38.90625979,-77.0309762,
705,PM6240862,0630_0069,Liaison Capitol Hill DC,2017,Data Under Review by DOEE,415 NEW JERSEY AVE NW,I&G CAPITOL INC,6,WASHINGTON,DC,20001,1969,Hotel,Hotel,259770,259770.0,71,100.3,103.2,183.7,185.3,1947.6,7.5,16905.8,2855889.7,163163.4663,38.89539744,-77.01068603,
708,PM3762120,0762_0841,144-Capitol Hill Hotel,2017,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,WASHINGTON,DC,20003,1959,Hotel,Hotel,88653,88464.0,65,78.3,79.1,183.9,186.5,616.7,7.0,5349.0,1261933.9,26175.99925,38.88623924,-77.00263424,
715,PM4114187,0741_0817,Courtyard Capitol Hill Navy Yard,2017,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,WASHINGTON,DC,20003,2006,Hotel,Hotel,121000,121553.0,69,78.5,80.6,185.6,189.5,853.9,7.0,5379.8,1759189.5,35409.03968,38.87774520000001,-77.00419067,
721,PM4475485,1935_0045,Glover Park Hotel,2017,In Compliance,2507 - 2515 WISCONSIN AV NW,CS BOND ST S PROPERTIES LLC,3,WASHINGTON,DC,20007,1971,Hotel,Hotel,138253,119561.0,57,86.1,87.1,186.4,189.5,864.4,7.2,6057.0,1608737.8,48095.17974,38.92335537,-77.07275699,
722,PM1331555,0248_0812,Hamilton Hotel DC,2017,Data Under Review by DOEE,1001 14TH ST NW,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,2,WASHINGTON,DC,20005,1921,Hotel,Hotel,146425,222000.0,52,89.0,91.7,186.5,187.5,1618.5,7.3,22549.0,3458701.2,79616.4221,38.90292735,-77.03158979,
723,PM3351508,0162_0823,27103-The Mayflower Autograph Collection,2017,In Compliance,1127  CONNECTICUT AVE NW,WSRH WASHINGTON LLC,2,WASHINGTON,DC,20036,1925,Hotel,Hotel,583918,628696.0,63,87.0,88.7,186.6,188.6,4561.4,7.3,18481.0,8396567.2,260448.9955,38.9044497,-77.03946887,
725,PM3987686,0741_0817,Washington DC CY,2017,In Compliance,140 L ST SE,CHSP NAVY YARD LLC,6,WASHINGTON,DC,20003,2006,Hotel,Hotel,121000,121220.0,64,79.4,81.3,186.8,190.5,857.9,7.1,5368.6,1758818.4,36181.80905,38.87774520000001,-77.00419067,
734,PM5247023,2530_0820,Churchill Hotel - WCH,2017,In Compliance,1914 CONNECTICUT AV NW,H H CHURCHILL HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20009,1903,Hotel,Hotel,111018,70000.0,71,96.8,101.4,188.5,192.0,528.1,7.5,6905.2,852559.9,38674.03909,38.91638191,-77.04696279,
741,PM4539355,2530_0310,CourtYard Marriott Dupont,2017,In Compliance,1900 CONNECTICUT AVE NW,NCPT CAPSTONE DUPONT LLC,2,WASHINGTON,DC,20009,1969,Hotel,Hotel,97125,97125.0,75,76.0,77.5,190.0,191.7,688.1,7.1,3734.4,1500610.2,22614.47173,38.91603665,-77.04687482,
745,PM4392623,0037_0854,The Westin Georgetown,2017,In Compliance,2350 M ST NW,STARWOOD REALTY CMBS I LLC,2,WASHINGTON,DC,20037,1984,Hotel,Hotel,219252,212483.0,50,68.5,70.3,191.5,196.4,1472.8,6.9,9938.1,4253832.0,448.960739,38.90497948,-77.05109698,
758,PM3519739,0212_0851,Washington DC HWS,2017,In Compliance,1475 MASSACHUSETTS AV NW,RLJ III HS WASHINGTON DC LLC,2,WASHINGTON,DC,20005,2001,Hotel,Hotel,154697,136005.0,48,74.7,75.2,193.5,191.6,972.6,7.2,7041.4,2194254.6,26759.09677,38.90668444,-77.03358488,
771,PM4546033,0078_0850,Lombardy Towers APT Hotel,2017,In Compliance,2019 I ST NW,LOMBARDY TOWERS APT HOTEL,2,WASHINGTON,DC,20006,1929,Hotel,Hotel,85163,85163.0,59,90.2,91.7,196.2,196.8,647.1,7.6,7311.2,1212526.1,35419.66285,38.90164385,-77.04592077,
772,PM6264590,0158_0838,Topaz Hotel,2017,Data Under Review by DOEE,1733 N ST NW,LHO WASHINGTON HOTEL ONE L L C,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,69795,62000.0,18,89.2,88.0,196.2,192.5,469.6,7.6,3904.8,891389.2,24895.49679,38.90742679,-77.03971125,
775,PM4006008,0015_0048,Avenue suites,2017,In Compliance,2500 PENNSYLVANIA AVE NW,FLORENZ R OURISMAN HOSPITALITY PARTNERS,2,WASHINGTON,DC,20037,1978,Hotel,Hotel,94951,108766.0,42,90.4,91.2,196.9,196.0,829.0,7.6,6293.3,1554599.8,45294.65381,38.90344141,-77.05367232,
778,PM6276306,0214_0854,The Madison Hotel,2017,In Compliance,1177 15TH ST NW,LM DC HOTELS LLC,2,WASHINGTON,DC,20005,1962,Hotel,Hotel,287557,287557.0,24,80.5,82.2,197.3,199.1,2127.0,7.4,6522.3,4549222.6,76279.19895,38.90537674,-77.03406225,
786,PM3682457,0052_0805,One Washington Circle,2017,In Compliance,1 WASHINGTON CIR NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,1964,Hotel,Hotel,128480,102730.0,52,89.4,90.0,199.4,198.7,787.7,7.7,8297.4,1519199.7,40040.6882,38.90337893,-77.04972805,
790,PM5936229,0212_0851,Homewood Suites Washington DC Downtown,2017,In Compliance,1475 MASSACHUSETTS AV NW,RLJ III HS WASHINGTON DC LLC,2,WASHINGTON,DC,20005,2001,Hotel,Hotel,154697,131148.0,47,77.8,78.3,200.9,199.0,974.5,7.4,6950.4,2193654.7,27151.440430000002,38.90668444,-77.03358488,
792,PM6257246,0067_0065,Palomar DC - Silver P LLC,2017,In Compliance,2121 P ST NW,SILVER P LLC,2,WASHINGTON,DC,20037,1965,Hotel,Hotel,249568,251790.0,46,108.5,112.8,201.4,205.2,2060.2,8.2,14347705.5,3091224.8,167596.8587,38.90982104,-77.0474154,
796,PM5914790,2535_0833,DUPONT HOTEL PROJECT OWNER LLC,2017,In Compliance,1919 CONNECTICUT AV,DUPONT HOTEL PROJECT OWNER LLC,1,WASHINGTON,DC,20009,1965,Hotel,Hotel,973414,1000000.0,46,97.7,99.4,201.9,200.9,7936.4,7.9,110684.0,13925638.0,501857.4519,38.91647177,-77.04523912,
800,PM4376628,1231_0143,georgetown washington dc inn llc,2017,In Compliance,1310 WISCONSIN AVE NW,GEORGETOWN WASHINGTON DC INN LLC,2,WASHINGTON,DC,20007,1961,Hotel,Hotel,58722,58722.0,13,85.4,85.4,203.5,203.5,451.4,7.7,3595.1,937499.8,18171.00023,38.90721329,-77.06356493,
821,PM3426697,2138_0812,Omni Shoreham Hotel,2017,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,WASHINGTON,DC,20008,1931,Hotel,Hotel,791548,953000.0,39,95.0,96.5,210.5,212.4,7729.1,8.1,47334.6,14797652.9,400076.6369,38.92263332,-77.05366670000001,
827,PM3568865,0016_0884,The River Inn,2017,In Compliance,0924 25TH ST NW,ALAMAC INC,2,WASHINGTON,DC,20037,1957,Other,Hotel,85052,76179.0,45,115.7,120.4,212.5,214.3,659.9,8.7,5765.0,972988.1,54903.9621,38.90143136,-77.05371415,
834,PM4854460,0067_0059,The Fairfax at Embassy Row,2017,In Compliance,2100 MASSACHUSETTS AVE NW,NOIRO SOUTH LLC,2,WASHINGTON,DC,20008,1927,Hotel,Hotel,217507,217504.0,31,100.4,103.2,215.3,218.3,1821.4,8.4,13832.7,3352426.1,104024.3014,38.91049727,-77.04702477,
838,PM4475462,0214_0860,Westin DC,2017,In Compliance,1400 M ST NW,DIAMONDROCK DC M STREET OWNER LLC,2,WASHINGTON,DC,20005,1982,Hotel,Hotel,430128,330100.0,36,102.3,105.8,216.1,219.8,2785.4,8.4,14392.0,5031593.6,165857.9948,38.90532359,-77.03343838,
842,PM6288078,0671_0027,Hyatt Place Washington DC/US Capitol,2017,In Compliance,33 NEW YORK AVE NE,JBG 33 NEW YORK HOTEL LLC,6,WASHINGTON,DC,20002,2014,Hotel,Hotel,109290,110000.0,45,101.1,104.4,216.6,219.3,926.7,8.4,5477.8,1703148.0,53106.991539999995,38.90755499,-77.0076871,
846,PM3993869,0165_0029,Club Quarters Washington DC,2017,In Compliance,0839 17TH ST NW,CQ DC ACQUISITION LLC,2,WASHINGTON,DC,20006,1926,Hotel,Hotel,59746,59746.0,58,91.7,92.2,218.2,216.1,492.5,8.2,4362.9,1022135.4,19882.5433,38.90118696,-77.0391062,
858,PM3680559,0628_0893,Washington Court Hotel on Capitol Hill,2017,In Compliance,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,WASHINGTON,DC,20001,1984,Hotel,Hotel,275396,275396.0,41,86.1,88.0,221.7,225.8,2259.6,8.2,22354.9,5068983.0,64200.558,38.89681703,-77.01110078,
862,PM4226785,0345_0040,Hyatt Grand Washington DC,2017,Data Under Review by DOEE,1000 H ST NW,HHR GHDC LIMITED PARTNERSHIP,2,WASHINGTON,DC,20001,1986,Hotel,Hotel,404943,822175.0,37,91.0,92.1,222.6,223.8,6861.9,8.3,37478.0,14647244.4,248133.0041,38.89934806,-77.02649002,
863,PM3351765,0072_0074,9673w-Renaissance - Dupont Circle,2017,Data Under Review by DOEE,1143 NEW HAMPSHIRE AVE NW,WASHINGTON VALUE ADDED I LLC,2,WASHINGTON,DC,20037,1980,Hotel,Hotel,226694,198000.0,26,106.5,109.8,222.7,226.5,1724.6,8.7,10748.8,3674302.6,85575.0023,38.90473955,-77.04756432,
867,PM6272843,4393_0015,Suton One LLC,2017,Data Under Review by DOEE,1917 BLADENSBURG RD NE,SUTON ONE LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,100130,69000.0,14,97.9,98.6,223.8,226.1,589.7,8.5,5023.4,1170591.1,27607.100260000003,38.91646865,-76.97214603,
877,PM3987783,0628_0174,Washington DC PPH,2017,In Compliance,0520 NORTH CAPITOL ST NW,PHOENIX PARK HOTEL OPERATING LLC,6,WASHINGTON,DC,20001,1927,Hotel,Hotel,55820,100000.0,54,99.9,101.6,227.4,227.4,869.3,8.7,5484.9,1717609.1,41272.320530000005,38.89719164,-77.00948037,
880,PM3987335,4373_0008,Days Inn Gateway,2017,In Compliance,2700 NEW YORK AVE NE,T&L HOSPITALITY INC,5,WASHINGTON,DC,20002,1966,Hotel,Hotel,95331,95331.0,11,107.4,111.7,228.1,236.6,848.1,8.9,19089.1,1541899.8,49801.258239999996,38.91798465,-76.97060177,
902,PM4407205,0250_0858,Hilton Garden Inn Washington DC Downtown,2017,In Compliance,815 14TH ST NW,RLJ FRANKLIN SQUARE HOTEL LLC,2,WASHINGTON,DC,20005,1999,Hotel,Hotel,183541,150800.0,43,97.5,99.6,239.7,243.3,1354.1,9.0,9474.0,2903391.4,48034.37718,38.90067441,-77.03173613,
906,PM3351531,2132_0852,337w0-Washington DC Marriott Wardm,2017,In Compliance,2700  WOODLEY RD NW,WOODLEY DC RESIDENTIAL LLC,3,WASHINGTON,DC,20008,2014,Hotel,Hotel,280000,1300000.0,28,120.0,122.7,240.4,242.9,12401.2,9.5,84126.0,20867802.3,847751.0109999999,38.925135499999996,-77.05572962,
909,PM3487836,0343_0023,Embassy Suite Convention Center Hotel,2017,In Compliance,1000 K ST NW,1000 K LLC,2,WASHINGTON,DC,20001,2005,Hotel,Hotel,227934,266537.0,31,111.8,114.6,242.2,244.5,2503.6,9.4,14893.1,4665275.0,138901.7467,38.90225132,-77.02620603,
910,PM2798092,0299_0831,Mandarin Oriental Hotel,2017,Data Under Review by DOEE,1330 MARYLAND AVE SW,PORTALS HOTEL SITE LLC,6,WASHINGTON,DC,20024,2003,Hotel,Hotel,294037,512051.0,29,106.0,106.7,243.4,242.4,4754.5,9.3,25235.0,9481645.1,219465.7895,38.88360956,-77.03045117,
912,PM3510302,0182N_0011,Beacon Hotel & Corporate Quarters,2017,In Compliance,1615 RHODE ISLAND AVE NW,1615 LLL LLC,2,WASHINGTON,DC,20036,1963,Hotel,Hotel,159762,130000.0,41,122.5,127.0,243.8,246.7,1260.1,9.7,8473.5,2100048.8,87586.63292999999,38.90705674,-77.03805197,
913,PM4175586,0370_0848,337Z9 Marriott Marquis Washington DC,2017,In Compliance,0901 MASSACHUSETTS AV,WASHINGTON CONVENTION AND SPORTS AUTHORITY,2,WASHINGTON,DC,20001,2013,Hotel,Hotel,1262010,1081202.0,30,105.4,105.9,245.8,244.9,10095.2,9.3,32694.0,20492260.6,440356.9975,38.90358778,-77.02473174,
925,PM4188928,0182_0830,Courtyard Marriott-SV,2017,In Compliance,1600 RHODE ISLAND AV NW,MILLBANK PARTNERS MASS AVE LIMITED PARTNERSHIP,2,WASHINGTON,DC,20036,1956,Hotel,Hotel,119781,104000.0,19,106.7,108.8,254.9,257.2,1000.5,9.6,3350.8,2084738.0,39800.929619999995,38.90667396,-77.03697366,
928,PM5912045,1189_0090,CTF Georgetown Hotel LLC,2017,Data Under Review by DOEE,1050 31ST ST NW,CTF GEORGETOWN HOTEL LLC,2,WASHINGTON,DC,20007,2012,Hotel,Hotel,62807,59827.0,18,114.9,115.9,255.2,258.3,587.8,9.8,2146.6,1128518.0,30255.482160000003,38.90399609,-77.06145828,
